Name,Event,Description,Cost,Date,Time,Address,Ticket_URL,Keywords
Broadway Comedy Club,Charles Baquet & Friends Comedy Show,A Red Room showcase headlined by Charles Baquet with guest comedians and featured performers. Standard club policies apply. ,N/A,2026-05-01,10:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-05-01-charles-baquet-friends-comedy-show-1000-pm/,"comedy, stand-up, humor, energetic, groups, comedian-showcase, red-room"
Broadway Comedy Club,Stand Up Comedy In New York City.,Late-night lineup of New York comics performing headliner and feature sets with surprise drop-ins. Note club arrival and refund policies. ,N/A,2026-05-01,11:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-05-01-stand-up-comedy-in-new-york-city-1100-pm/,"comedy, stand-up, comedian, late-night, energetic, adults, groups, headliner-sets, surprise-guests"
Broadway Comedy Club,Stand Up Comedy In New York City.,A very late show featuring rotating comics and surprise guests in the Red Room. Club policies include a two-drink minimum and no refunds. ,N/A,2026-05-01,11:55 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-05-01-stand-up-comedy-in-new-york-city-1155-pm/,"comedy, stand-up, comedian, late-night, energetic, adults, surprise-guests, red-room"
Broadway Comedy Club,The Industry Room Audition Show. America’s Best Comedy Open Mic.,An open-mic/audition format where up-and-coming comics audition for the club’s talent booker and a festival booker; includes veteran headliners. This is a special event with no discounts accepted. ,N/A,2026-05-02,4:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-05-02-the-industry-room-audition-show-americas-best-comedy-open-mic-400-pm/,"comedy, open-mic, stand-up, unscripted, energetic, groups, audition, emerging-comics"
Broadway Comedy Club,Stand Up Comedy In New York City.,An early evening Red Room show featuring a roster of New York comics and headliners. Standard club policies and two-drink minimum apply. ,N/A,2026-05-02,5:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-05-02-stand-up-comedy-in-new-york-city-500-pm/,"comedy, stand-up, comedian, energetic, casual, groups, adults, red-room-show, new-york-comics"
Broadway Comedy Club,Jeremy Scippio Live In New York City,Solo show featuring Jeremy Scippio with a bio-driven stand-up set; he has performed across major comedy venues and on TV. Club notes this as a special event. ,N/A,2026-05-02,7:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/jeremy-scippio-live-in-new-york-city/,"comedy, stand-up, comedian, energetic, adults, solo-comedian, new-york-comedy"
Broadway Comedy Club,Stand Up Comedy In New York City.,An evening showcase of New York City headliners and surprise drop-in comics performing feature and headliner sets. Club arrival and refund policies apply. ,N/A,2026-05-02,7:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-05-02-stand-up-comedy-in-new-york-city-700-pm/,"comedy, stand-up, comedian, energetic, late-night, groups, headliners, surprise-guests"
Broadway Comedy Club,Stand Up Comedy In New York City.,Prime-time showcase with rotating headliners and featured acts from the NYC comedy scene. Expect surprise drop-in performers. ,N/A,2026-05-02,9:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-05-02-stand-up-comedy-in-new-york-city-900-pm/,"comedy, stand-up, comedian, energetic, rowdy, groups, adults, headliners, surprise-performances"
Broadway Comedy Club,Stand Up Comedy In New York City.,Late evening Red Room show featuring a selection of New York comics and headliners. Club policies such as two-drink minimum apply. ,N/A,2026-05-02,9:30 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-05-02-stand-up-comedy-in-new-york-city-930-pm/,"comedy, stand-up, comedian, late-night, energetic, adults, groups, headliners, red-room"
Broadway Comedy Club,Stand Up Comedy In New York City.,Late-night lineup of NYC comedians performing in the Main Room; club notes two-drink minimum and arrival requirements. ,N/A,2026-05-02,11:00 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-05-02-stand-up-comedy-in-new-york-city-1100-pm/,"comedy, stand-up, humor, late-night, energetic, adults, groups, comedian-lineup, main-room"
Broadway Comedy Club,Stand Up Comedy In New York City.,Very late-night show featuring rotating comics and surprise drop-ins in the Red Room. Standard club policies apply. ,N/A,2026-05-02,11:55 PM,"318 W 53rd St, New York, NY 10019, USA",https://www.broadwaycomedyclub.com/shows/2026-05-02-stand-up-comedy-in-new-york-city-1155-pm/,"comedy, stand-up, late-night, rowdy, energetic, adults, groups, surprise-guests, red-room"
